chart_id,elo_diff,msd_overrated,skillset,chart_name
367792,1656.48,1.3398,technical,"('Orange Blossom Train Tracks', ""Vela's Velato"")"
367791,1670.41,1.3311,technical,"('Orange Blossom Train Tracks', ""Vela's Velato"")"
327862,1066.67,1.1696,technical,"('Tren al Sur', ""Vela's Velato v2 - Escape From Reality"")"
327852,1402.03,1.1639,technical,"('Misery', ""Vela's Velato v2 - Escape From Reality"")"
342388,1471.74,1.1604,technical,"('Nageki no Ki', 'April Singles')"
339014,973.9,1.1595,technical,"('Not Holding Back', 'Polarin Pack 4')"
357994,1395.65,1.1581,technical,"('Nadia', 'Demure Dumps')"
324317,1469.86,1.1481,technical,"('GET HYPER (Radio Edit)', 'Volvo Gaming Pack 2')"
354619,1718.19,1.1467,technical,"('[ROUND 1] To The Hellfire', 'Valedumps 4')"
354670,1285.55,1.1467,technical,"('Behind Bars', 'Valedumps 4')"
354626,1423.41,1.1464,technical,"('Sarigiwa no Romantics', 'Valedumps 4')"
261425,1348.12,1.1434,technical,"('Minimalist Sengen', 'D E N P A C K  D E F E N S E  F O R C E  2')"
350637,1447.21,1.1421,technical,"('Parallel Universe Shifter', 'Helvetica Standard')"
354733,1258.21,1.1398,technical,"('first death', 'Valedumps 4')"
354721,942.04,1.1389,technical,"('You & I', 'Valedumps 4')"
339324,1543.06,1.1388,technical,"('Apetenodytes Disco Type.4.0', 'Grape Cola 3')"
354745,1168.63,1.1385,technical,"('SWEATY', 'Valedumps 4')"
315273,1597.86,1.1376,technical,"('Holdin On (Skrillex and Nero Remix)', 'TESTOPACK')"
354622,1458.09,1.1355,technical,"('chaosmaid', 'Valedumps 4')"
339350,1501.7,1.1325,technical,"('雲散霧消', 'Grape Cola 3')"
339911,1173.16,1.1323,technical,"('Circles', 'Cucktech')"
255612,1437.76,1.1309,technical,"('Dark Chest of Wonders', 'cesspool of ribal 3')"
285417,1377.62,1.1302,technical,"('Assassin', 'Minty Fresh Pack 3')"
327815,1207.74,1.1299,technical,"('Sunshine.swf', ""Vela's Velato v3 - Take Back the Falls"")"
339294,1203.3,1.1297,technical,"('Step by Step!', 'Grape Cola 3')"
285689,1290.8,1.1291,technical,"('In Your Eyes', 'Mina Minimegapack 6 (daunrealonez)')"
317077,981.23,1.1285,technical,"('Levottomat jalat', 'Suomi 100.5')"
354632,1218.95,1.1276,technical,"('Salvation', 'Valedumps 4')"
261905,985.86,1.1275,technical,"('Waka Waka (Esto Es Africa)', ""DumpAss Dude's Dream 2"")"
357965,1272.69,1.1269,technical,"('Beautiful Girls', 'Demure Dumps')"
270365,1592.9,1.1265,technical,"('Extraction', 'Grape Cola 2')"
272423,1234.44,1.1255,technical,"('Ranger Elite', 'Hard Songs Megapack Volume 10')"
354705,1310.7,1.1253,technical,"(""What's up, people?! (Cut Ver.)"", 'Valedumps 4')"
354587,1217.1,1.1251,technical,"('Butterfly Twist', 'Valedumps 4')"
339308,1151.96,1.1249,technical,"('しかばねの踊り', 'Grape Cola 3')"
270361,1190.42,1.1247,technical,"('BLUE LAGOON', 'Grape Cola 2')"
354703,1417.93,1.1235,technical,"('Mind Chase', 'Valedumps 4')"
261894,1002.94,1.1234,technical,"('Crescent Moon', ""DumpAss Dude's Dream 2"")"
307138,1246.06,1.1233,technical,"('Acquaintance', ""Skwid's Minipack 6 (Cute Anime Edition)"")"
350835,1393.53,1.1231,technical,"('Seu madruga will go on', 'Brazil Schizo files')"
270388,1419.3,1.123,technical,"('メランコリック', 'Grape Cola')"
333289,882.93,1.1221,technical,"('特者生存ワンダラダー!!', '#774 Etterna Explosion Excitepack')"
338669,1056.54,1.1211,technical,"(""Eve, Psyche & The Bluebeard's wife"", 'Hallyu Dump Pack')"
339329,1431.12,1.1209,technical,"('人格', 'Grape Cola 3')"
282136,1627.53,1.1206,technical,"('[Extra-8] Got Well Soon', 'Lofty Dump Minipack 3 (Xclusive Edition)')"
338670,1045.9,1.1203,technical,"('Attention', 'Hallyu Dump Pack')"
285303,1085.13,1.1201,technical,"('Enjoy The Ride', 'Minty Fresh Pack 4')"
300024,1056.22,1.1195,technical,"('CocoNelly the Cat Rap', 'POI')"
285421,1146.12,1.1193,technical,"('Hysterical Night Girl', 'Minty Fresh Pack 3')"
323129,1133.82,1.1192,technical,"('Cake By The Ocean', 'Valedumps 3 (Route B)')"
339361,1180.93,1.1184,technical,"('アイマイモコ', 'Grape Cola 3')"
351802,1652.95,1.1183,technical,"('silly-willy-nilly', 'Polarin Pack 6')"
261906,893.2,1.1178,technical,"('Killshot', ""DumpAss Dude's Dream 2"")"
354646,1010.03,1.1178,technical,"(""Hollywood's Bleeding"", 'Valedumps 4')"
350849,1321.52,1.1176,technical,"('Estrelar (baht bootleg)', 'Brazil Schizo files')"
339347,1272.54,1.1165,technical,"('Sugar Coaster Girl', 'Grape Cola 3')"
333413,1023.37,1.1163,technical,"('Mon Amour (Remix)', '#774 Etterna Explosion Excitepack')"
339311,1425.95,1.116,technical,"(""Naruto's Ninja Way"", 'Grape Cola 3')"
354738,1109.22,1.1152,technical,"('Low (feat. T-Pain)', 'Valedumps 4')"
323264,1232.16,1.1149,technical,"('Some', 'Valedumps 3 (Route A)')"
262252,815.16,1.1144,technical,"('Clouds', 'Dream Sequence')"
282144,1569.18,1.1144,technical,"('[Extra-6] Taking You There', 'Lofty Dump Minipack 3 (Xclusive Edition)')"
342793,1432.99,1.1143,technical,"('Besessenheit', 'interesting files i found in my discord dms')"
290975,1154.13,1.1141,technical,"('Shuu no Hazama (Rainshower)', 'Nightflower Complex')"
353055,1090.42,1.1139,technical,"('Agniratha, Mechonis Capital', 'Kazye Minipack 2')"
282176,1269.82,1.1137,technical,"('[9-3] Caught in the Crossfire 2022', 'Lofty Dump Minipack 3 (Xclusive Edition)')"
260910,1354.36,1.1135,technical,"('BENETTAOLGA DO BONZETEK  Я Одна【BURaK BaLKaN РЕМИКС 2K12】', 'Crazy Culinary Revolutions')"
339354,1663.35,1.1135,technical,"('Nhelv', 'Grape Cola 3')"
261896,1530.41,1.1125,technical,"('Bookmaker', ""DumpAss Dude's Dream 2"")"
339897,1175.29,1.1125,technical,"('Lawn Knives', 'Cucktech')"
342773,1082.31,1.1123,technical,"('GODS', 'interesting files i found in my discord dms')"
296186,1351.12,1.1116,technical,"(""I'm For You"", 'Overcome CV Package2')"
285322,1245.18,1.1114,technical,"('Hell Frozen Rain', 'Minty Fresh Pack 4')"
353061,1515.94,1.1111,technical,"('Uso No Hibana', 'Kazye Minipack 2')"
251796,1126.04,1.1109,technical,"('Log-in', 'Autotelic Jacks')"
354607,1279.16,1.1105,technical,"('神兪空', 'Valedumps 4')"
270348,1737.52,1.1102,technical,"('ゆきこさん', 'Grape Cola 2')"
339321,1447.37,1.1097,technical,"('9mm', 'Grape Cola 3')"
327845,1408.09,1.1096,technical,"('All Night', ""Vela's Velato v2 - Escape From Reality"")"
339309,1136.97,1.1096,technical,"('Crave You', 'Grape Cola 3')"
261962,1171.34,1.1094,technical,"('Ta-Ti-Tu-Teatime!', ""DumpAss Dude's Dream"")"
342888,1569.07,1.109,technical,"('hush', 'interesting files i found in my discord dms')"
261901,1077.45,1.1088,technical,"('Kiss Me More (Mix up)', ""DumpAss Dude's Dream 2"")"
342934,1377.92,1.1085,technical,"('Rapp Snitch Knishes', 'interesting files i found in my discord dms')"
281977,1214.59,1.1078,technical,"('Only Acting', 'Lofty Minipack 4 (Paradise Loft)')"
270352,1458.18,1.1074,technical,"('はじめてのかくめい！', 'Grape Cola 2')"
339325,1638.44,1.1074,technical,"('NEURO-CLOUD-9', 'Grape Cola 3')"
354694,1197.15,1.1074,technical,"('Pretty Little Psycho', 'Valedumps 4')"
255616,1115.64,1.1073,technical,"('Like A Lady', 'cesspool of ribal 3')"
270302,1530.96,1.107,technical,"('獄卒エンジェル☆閻魔ちゃん', 'Grape Cola 2')"
339323,1229.26,1.1061,technical,"('Playing with Ruby', 'Grape Cola 3')"
270341,1121.66,1.1055,technical,"('Vibrant', 'Grape Cola 2')"
343753,968.26,1.1052,technical,"('Stepper', 'Celeb Dumplings 2 (I Love My Friends Edition)')"
261961,1197.15,1.1049,technical,"('Drum & Bass Showerdown', ""DumpAss Dude's Dream"")"
270305,1640.46,1.1048,technical,"('Come Get Some', 'Grape Cola 2')"
343899,1526.99,1.1039,technical,"('ｐｒｅｔｔｙ girls - boys 「T4LK IS SW33T」', ""Restia's Backroom 22"")"
354598,1286.21,1.1031,technical,"('Jigsaw Falling Into Place', 'Valedumps 4')"
285462,1337.92,1.103,technical,"('Wokman', 'Minty Fresh Pack 2')"
354722,1337.25,1.1028,technical,"('Revolver (Sped Up Ver.)', 'Valedumps 4')"
351176,1280.51,1.1026,technical,"('Igaku', 'SD Pack')"
285344,1117.6,1.1025,technical,"('Pump It', 'Minty Fresh Pack 4')"
261858,1033.0,1.1023,technical,"('Everything Black (feat. Mike Taylor)', ""DumpAss Dude's Dream 2"")"
323245,1222.42,1.102,technical,"('a map of the stars', 'Valedumps 3 (Route A)')"
354677,1176.46,1.1019,technical,"('Mesmerizer', 'Valedumps 4')"
357991,1072.51,1.1018,technical,"('Bad Boy', 'Demure Dumps')"
339307,1387.02,1.1009,technical,"('幸せになれる隠しコマンドがあるらしい', 'Grape Cola 3')"
315267,1328.67,1.1008,technical,"('SOLROS', 'TESTOPACK')"
327804,1352.84,1.1002,technical,"('In the End', ""Vela's Velato v3 - Take Back the Falls"")"
342788,1236.65,1.0998,technical,"('Shougeki', 'interesting files i found in my discord dms')"
339341,1511.43,1.0996,technical,"('Crusher', 'Grape Cola 3')"
354631,1173.68,1.0996,technical,"('i like the way you kiss me', 'Valedumps 4')"
250530,1301.17,1.0993,technical,"('Melissa', 'Anime Sucks Ass 2')"
317066,1175.49,1.0991,technical,"('Heilutaan', 'Suomi 100.5')"
264598,1475.95,1.0986,technical,"('フーアーユーなんて言わないで', 'Etterna Explosion Excitepack')"
270372,1502.0,1.0985,technical,"('Possessed By The Blood Moon', 'Grape Cola')"
315225,1283.91,1.0982,technical,"('The Hours On The Fields', 'TESTOPACK')"
357978,1039.21,1.0976,technical,"('Bubbly', 'Demure Dumps')"
264804,1231.15,1.0974,technical,"('Big Brother', 'Fennec Fantasy')"
354708,1218.6,1.0964,technical,"('Material Girl', 'Valedumps 4')"
339885,1298.81,1.096,technical,"('Salirò', 'Cucktech')"
341617,1190.35,1.0959,technical,"('2038', 'This Could Have Been Your Pack')"
354742,1082.65,1.0959,technical,"('Little Little Princess', 'Valedumps 4')"
354664,1475.85,1.0957,technical,"(""I'm Not Okay (I Promise)"", 'Valedumps 4')"
339359,1290.53,1.0956,technical,"('Spit It Out', 'Grape Cola 3')"
359327,1520.91,1.095,technical,"('Rabbit Hole feat. Hatsune Miku', 'Amanda Minipack -1')"
255641,1268.62,1.0945,technical,"('Tell Me Why (16-bit)', 'cesspool of ribal 2')"
285714,1406.22,1.0945,technical,"(""Skidrow's OP"", 'Mina Minimegapack 4')"
323251,1046.59,1.0939,technical,"('Breathe', 'Valedumps 3 (Route A)')"
354641,995.22,1.0937,technical,"('Telephone Number', 'Valedumps 4')"
315249,1624.84,1.0934,technical,"('March of Fear', 'TESTOPACK')"
261879,1052.57,1.093,technical,"('Loretta', ""DumpAss Dude's Dream 2"")"
354723,1300.27,1.0929,technical,"('she will be loved.', 'Valedumps 4')"
285379,1159.71,1.0927,technical,"('Da se nadjemo na Pola Puta', 'Minty Fresh Pack 3')"
339872,1042.59,1.0927,technical,"('Ransom', 'Cucktech')"
263141,1201.27,1.0926,technical,"('99.9 (Eurobeat Remix)', ""DZ files 2 - Dumps n' Stuff"")"
287680,962.98,1.0923,technical,"('Spotlight', 'Monheim Feedbacker Pack')"
304275,1152.46,1.0922,technical,"('The Man with the Golden Arm Drum Solo', ""Scintill's Minipack 3"")"
261915,1071.88,1.0921,technical,"('Danza Kuduro', ""DumpAss Dude's Dream 2"")"
339895,1168.05,1.0921,technical,"('Virtual Insanity', 'Cucktech')"
285376,1177.17,1.0917,technical,"('Shake It Off', 'Minty Fresh Pack 3')"
339312,1263.7,1.0915,technical,"('Daydream', 'Grape Cola 3')"
270337,1379.35,1.0911,technical,"('Matusa Bomber', 'Grape Cola 2')"
270286,1306.33,1.091,technical,"('Still Into You', 'Grape Cola 2')"
337967,1236.92,1.0909,technical,"('What You Know', '.ricetoasted')"
285306,1343.35,1.0907,technical,"('A Rancid Romance', 'Minty Fresh Pack 4')"
304272,996.76,1.0905,technical,"('21st Century Schizoid Man', ""Scintill's Minipack 3"")"
339860,1236.98,1.0905,technical,"('La La La', 'Cucktech')"
285360,1076.84,1.0901,technical,"('BLEACH', 'Minty Fresh Pack 4')"
285402,1247.29,1.09,technical,"('Starlight', 'Minty Fresh Pack 3')"
357964,1157.44,1.09,technical,"('怠惰', 'Demure Dumps')"
315628,847.24,1.0899,technical,"('Hi-Speed Coffee', 'Team MetroGX!!')"
343770,1384.72,1.0899,technical,"('High-Priestess', 'Celeb Dumplings 2 (I Love My Friends Edition)')"
323263,1137.93,1.0895,technical,"('Bedroom Community', 'Valedumps 3 (Route A)')"
290835,1406.98,1.0894,technical,"('Lover Is a Day', 'Nostealpack 2 (Worse Edition)')"
354588,1086.16,1.089,technical,"('Last Chance (feat. Baby M)', 'Valedumps 4')"
328793,1119.44,1.0889,technical,"('Adrift', 'Yolo Dumps 1')"
339863,1523.46,1.0889,technical,"('Moonlight', 'Cucktech')"
339881,1200.5,1.0888,technical,"('Disturbia', 'Cucktech')"
339907,1380.37,1.0887,technical,"('The Adults Are Talking', 'Cucktech')"
282173,1050.06,1.0886,technical,"('[3-3] Song of the Ancients', 'Lofty Dump Minipack 3 (Xclusive Edition)')"
339315,1041.81,1.0886,technical,"('My Sweet Heart', 'Grape Cola 3')"
339330,1410.72,1.0885,technical,"('Восьмий колi р', 'Grape Cola 3')"
270368,1565.27,1.0884,technical,"('i love you more each time you die', 'Grape Cola 2')"
285410,1337.24,1.0883,technical,"(""Livin' La Vida Loca"", 'Minty Fresh Pack 3')"
288935,1061.43,1.0882,technical,"('Jordan', 'ODIPack3')"
285363,1182.75,1.0881,technical,"('LAMENTO', 'Minty Fresh Pack 4')"
317089,1294.35,1.0881,technical,"('Kolmas pyörä', 'Suomi 100.5')"
285503,1372.31,1.0877,technical,"('Veda', 'Minty Fresh Pack 1')"
333469,1137.42,1.0871,technical,"(""Scatman's World"", '#774 Etterna Explosion Excitepack')"
324069,1043.99,1.087,technical,"('SLOW DANCING IN THE DARK', 'We Are The Sound')"
307148,1314.92,1.0868,technical,"('Saint Lucifer', ""Skwid's Minipack 5 (Edition)"")"
354672,1162.15,1.0868,technical,"('GIRL HELL 1999', 'Valedumps 4')"
339867,1132.95,1.0867,technical,"('The Way', 'Cucktech')"
262395,823.92,1.0866,technical,"('Battle of Destiny', ""DourGent's Minipack 5"")"
338886,1337.77,1.0866,technical,"('think abt it', 'Polarin Pack 3')"
342822,1391.57,1.0858,technical,"('Game Over (android52 remix)', 'interesting files i found in my discord dms')"
281991,1685.87,1.0857,technical,"('YuNg BrAtZ', 'Lofty Minipack 4 (Paradise Loft)')"
252325,1133.5,1.0856,technical,"('Untouched', 'Areicia Training Pack')"
257623,1281.28,1.0856,technical,"('Howl', 'Charting Secret Santa 2022')"
323157,1273.29,1.0856,technical,"('Time & Place', 'Valedumps 3 (Route B)')"
315654,980.8,1.0854,technical,"('BRUTUS', 'Team MetroGX!!')"
341640,1113.06,1.0852,technical,"('Bad', 'This Could Have Been Your Pack')"
339336,1286.54,1.0851,technical,"('夜明けのベルが鳴る', 'Grape Cola 3')"
261949,1030.63,1.0849,technical,"(""Don't Stop The Music"", ""DumpAss Dude's Dream"")"
337787,1008.51,1.0847,technical,"('DJ Got Us Falling In Love', 'Amber Chores')"
270380,1360.81,1.0846,technical,"('Boogie', 'Grape Cola')"
339362,1439.04,1.0845,technical,"('Lilith Ambivalence Lovers', 'Grape Cola 3')"
323214,1440.94,1.0843,technical,"('Open Your Heart', 'Valedumps 3 (Route A)')"
264570,1072.78,1.0842,technical,"('小さな恋のうた', 'Etterna Explosion Excitepack')"
333472,1146.82,1.0838,technical,"('So what?', '#774 Etterna Explosion Excitepack')"
249342,1167.75,1.0835,technical,"('Satellite', 'Acerola')"
285388,1202.05,1.0834,technical,"('Take My Breath Away', 'Minty Fresh Pack 3')"
261876,1334.69,1.0833,technical,"('天照', ""DumpAss Dude's Dream 2"")"
270314,1245.09,1.0833,technical,"('都会', 'Grape Cola 2')"
270328,1240.64,1.0832,technical,"('No.1', 'Grape Cola 2')"
354574,1221.04,1.0832,technical,"('360', 'Valedumps 4')"
285188,1639.19,1.0829,technical,"('Paraclete', 'Miracle Streamz')"
270334,1279.69,1.0828,technical,"('Japanese Soul Brothers 35th Anniversary', 'Grape Cola 2')"
285346,1268.3,1.0828,technical,"('Kickstart My Heart', 'Minty Fresh Pack 4')"
282124,1870.85,1.0824,technical,"('[Penultimate] Faint', 'Lofty Dump Minipack 3 (Xclusive Edition)')"
315275,1506.87,1.0821,technical,"('Bye Bye YESTERDAY', 'TESTOPACK')"
357948,1125.58,1.082,technical,"('Toxic', 'Demure Dumps')"
323313,1061.96,1.0818,technical,"('SLOW DANCING IN THE DARK', 'Valedumps 2')"
339299,1103.97,1.0814,technical,"('Rosas', 'Grape Cola 3')"
290966,1398.19,1.0813,technical,"('Saikyou OX Keikaku', 'Nixo pack 0')"
339884,1049.0,1.0812,technical,"('Mr. Saxobeat', 'Cucktech')"
285392,1142.75,1.0811,technical,"('Drowning', 'Minty Fresh Pack 3')"
339903,1200.83,1.0811,technical,"('Kind Lady', 'Cucktech')"
261866,1099.42,1.0807,technical,"('DIE IN THE SEA', ""DumpAss Dude's Dream 2"")"
342857,1072.27,1.0807,technical,"('DaLaBengBa', 'interesting files i found in my discord dms')"
343795,1297.13,1.0801,technical,"('INSIDE', 'Celeb Dumplings 2 (I Love My Friends Edition)')"
323158,1318.06,1.0799,technical,"('Speed of Hell', 'Valedumps 3 (Route B)')"
343780,1055.08,1.0798,technical,"('String Theocracy', 'Celeb Dumplings 2 (I Love My Friends Edition)')"
285923,1167.66,1.0796,technical,"('american beauty', ""midgy's cartography collection"")"
250493,1286.94,1.0794,technical,"('Digital World', 'Anime Sucks Ass  3')"
301842,1472.56,1.0792,technical,"('Black Catcher', ""Restia's Restroom 21"")"
323159,1182.42,1.0791,technical,"('FUK AN!ME', 'Valedumps 3 (Route B)')"
323227,1082.97,1.0791,technical,"('Crests of Waves', 'Valedumps 3 (Route A)')"
354740,1004.32,1.0789,technical,"('Astral Blossom', 'Valedumps 4')"
323255,964.03,1.0788,technical,"('dancing all night', 'Valedumps 3 (Route A)')"
270326,1437.58,1.0787,technical,"('V!rtuaresort', 'Grape Cola 2')"
257769,1367.05,1.0783,technical,"('bullet (Slushii Remix)', 'cesspool of ribal 4')"
282152,1380.68,1.0783,technical,"('[Extra-3] Mr. Brightside', 'Lofty Dump Minipack 3 (Xclusive Edition)')"
255607,1140.07,1.0779,technical,"('Speed Lover', 'cesspool of ribal 3')"
250536,1074.73,1.0776,technical,"('I Want You', 'Anime Sucks Ass 2')"
327790,1033.14,1.0774,technical,"('Everybody Wants To Rule The World', ""Vela's Velato v3 - Take Back the Falls"")"
290982,1221.07,1.0772,technical,"('Ideal Ratio 4-1-2.5 (Viticz Remix)', 'Nightflower Complex')"
339374,1480.93,1.0772,technical,"('きゅうくらりん', 'Grape Cola 3')"
323163,1108.22,1.0771,technical,"('The Boys Are Back', 'Valedumps 3 (Route B)')"
262249,1332.08,1.0769,technical,"('Chimu no Jiriki', 'Dream Sequence')"
304525,1737.52,1.0769,technical,"('_a corrupted love song', 'Shadow of Nikos')"
354659,1282.95,1.0769,technical,"('あなぐらぐらし', 'Valedumps 4')"
337791,1153.76,1.0768,technical,"('The Box', 'Amber Chores')"
343759,1263.88,1.0766,technical,"('チューチュー ラブリー ムニムニ ムラムラ プリンプリン ボロン ヌルル レロレロ', 'Celeb Dumplings 2 (I Love My Friends Edition)')"
342599,985.89,1.0765,technical,"('[3-5] agony (TV Size)', 'Etterna Echelon Pack')"
351193,1383.48,1.0765,technical,"('Hyper Bass(RENKA chan Drop)', 'SD Pack')"
339348,1295.38,1.0764,technical,"('Brittle Bones Nicky', 'Grape Cola 3')"
339339,1222.53,1.0761,technical,"('False Swipe', 'Grape Cola 3')"
308835,1160.14,1.076,technical,"('Shukusai no Elementalia', 'SMOC EXTRA')"
342613,1176.96,1.0759,technical,"('[4-6] Buzzsaw', 'Etterna Echelon Pack')"
260883,1334.74,1.0757,technical,"('Gaucho', 'Crazy Culinary Revolutions')"
283172,1279.54,1.0757,technical,"('Itoshiki Julieta', ""Lemon's Fruit Snacks"")"
327838,1229.66,1.0757,technical,"('CORE', ""Vela's Velato v2 - Escape From Reality"")"
339310,1020.33,1.0757,technical,"('勘ぐれい', 'Grape Cola 3')"
302177,1243.28,1.0755,technical,"(""[5-XXX] YOU JUST GOT ARABIA'D"", 'Rebound Dump Collection Megapack II')"
329119,1375.21,1.0752,technical,"('Bitch lasagna', 'xXxRUSSIAxXx 2')"
255746,1140.72,1.075,technical,"('Metamorphosis', 'Celeb Dumplings (Delicious Edition)')"
342928,1571.48,1.075,technical,"('VIS--CRACKED', 'interesting files i found in my discord dms')"
300993,1515.96,1.0748,technical,"('Grustnaya Suka', 'Pachka Dampov (Suka Blyat Ed)')"
255727,1178.93,1.0747,technical,"('Off With Her Head', 'Celeb Dumplings (Delicious Edition)')"
285517,1212.83,1.0747,technical,"('Genie In a Bottle', 'Minty Fresh Pack 1')"
261966,1415.36,1.0745,technical,"('Enjoy Yourself', ""DumpAss Dude's Dream"")"
262401,1366.16,1.0738,technical,"('Flowering Night', ""DourGent's Minipack 5"")"
338706,1506.75,1.0738,technical,"('Faggot', 'Polarin Pack 5')"
285343,1176.23,1.0737,technical,"('Broken Arrows (Didrick Remix)', 'Minty Fresh Pack 4')"
250508,1292.58,1.0735,technical,"('Pretty Little Psycho', 'Anime Sucks Ass  3')"
285480,1415.53,1.0735,technical,"('Rock Lobster', 'Minty Fresh Pack 2')"
315276,1274.68,1.0735,technical,"('Minorities in my waterpark', 'TESTOPACK')"
282011,1209.6,1.0734,technical,"('Tytot Ei Soita Kitaraa', 'Lofty Minipack 4 (Paradise Loft)')"
323257,1154.08,1.0733,technical,"('LOVE IS DROWNING', 'Valedumps 3 (Route A)')"
285512,1225.08,1.0729,technical,"('Future Candy', 'Minty Fresh Pack 1')"
283136,1430.45,1.0728,technical,"(""That's Gonna Be"", ""Lemon's Fruit Snacks 2"")"
339363,1277.8,1.0728,technical,"('Earth Bb', 'Grape Cola 3')"
250525,1539.73,1.0726,technical,"('Versace Henrik - Pupu', 'Anime Sucks Ass  3')"
354645,1158.45,1.0725,technical,"('Pocketful of Sunshine', 'Valedumps 4')"
249334,1165.16,1.0719,technical,"('fuck ANIme', 'Acerola')"
261957,1132.04,1.0718,technical,"('And We Run', ""DumpAss Dude's Dream"")"
285217,1431.02,1.0718,technical,"('Leaf House', 'Minty zFarts Pack 2')"
323259,1149.18,1.0718,technical,"('The Title Track', 'Valedumps 3 (Route A)')"
323293,962.94,1.0718,technical,"('Passionfruit', 'Valedumps 2')"
285352,1228.61,1.0716,technical,"(""Don't Let Me be the First"", 'Minty Fresh Pack 4')"
343786,1267.11,1.0716,technical,"('Burfict!', 'Celeb Dumplings 2 (I Love My Friends Edition)')"
339337,1186.59,1.0715,technical,"('Nookie', 'Grape Cola 3')"
342863,1262.05,1.0715,technical,"('Cruel Angles Thesis', 'interesting files i found in my discord dms')"
281992,1516.2,1.0712,technical,"('YuNg BrAtZ', 'Lofty Minipack 4 (Paradise Loft)')"
270397,1305.3,1.0711,technical,"('人類みなセンパイ！', 'Grape Cola')"
285353,1156.29,1.071,technical,"('24 Hr Drive-Thru', 'Minty Fresh Pack 4')"
328784,1360.21,1.0706,technical,"('Smoke A Nigga', 'Yolo Dumps 1')"
323356,1292.69,1.0705,technical,"('evening (a prelude)', 'Valedumps')"
285123,1253.78,1.0704,technical,"('太陽と月のロンド', 'Miracle Streamz^2')"
285884,1165.5,1.0701,technical,"('Foot Fungus', ""midgy's cartography collection III"")"
338700,1777.66,1.0701,technical,"(""Can't Let Go"", 'Polarin Pack 5')"
285396,1158.57,1.07,technical,"('The Kill', 'Minty Fresh Pack 3')"
282166,1304.58,1.0698,technical,"('[9-2] Rushing Back', 'Lofty Dump Minipack 3 (Xclusive Edition)')"
255730,1210.6,1.0697,technical,"('THE BADDEST', 'Celeb Dumplings (Delicious Edition)')"
367793,1230.8,1.0697,technical,"('Candy a Mine', ""Vela's Velato"")"
307088,1291.52,1.0696,technical,"('Dat $tick', ""Skwid's Minipack 8 (Ok Here It Is Edition)"")"
339302,1533.1,1.0695,technical,"('Monkey Business', 'Grape Cola 3')"
327848,1615.47,1.0694,technical,"('Wacky Workbench (Past)', ""Vela's Velato v2 - Escape From Reality"")"
339865,1125.98,1.0693,technical,"(""Build God, Then We'll Talk"", 'Cucktech')"
323288,1290.18,1.0689,technical,"('Wallspin', 'Valedumps 2')"
354724,1166.64,1.0689,technical,"('A Way of Life', 'Valedumps 4')"
285436,1188.59,1.0686,technical,"('Ojos Asi', 'Minty Fresh Pack 2')"
323324,1095.16,1.0686,technical,"('WHERE THE CASH AT', 'Valedumps 2')"
354647,1000.91,1.0686,technical,"('Loretta', 'Valedumps 4')"
285671,1086.72,1.0685,technical,"('Love Drug', 'Mina Mini Megapack 2(da real onez)')"
323154,1208.25,1.068,technical,"('Penger', 'Valedumps 3 (Route B)')"
323162,1226.82,1.068,technical,"('Go With The Flow', 'Valedumps 3 (Route B)')"
339304,1641.92,1.068,technical,"('Slashmaid', 'Grape Cola 3')"
304537,1407.41,1.0679,technical,"('Starboy feat. Daft Punk', 'Shadow of Nikos')"
285511,1381.33,1.0676,technical,"('Voodoo Mon Amour', 'Minty Fresh Pack 1')"
344274,1345.42,1.0675,technical,"(""DROP IT LIKE IT'S HOT!!!"", 'Prosaic Hard Chart Pack')"
285425,1089.12,1.0673,technical,"('Thunderclouds', 'Minty Fresh Pack 3')"
290965,1406.58,1.0673,technical,"('Catch You Catch Me', 'Nixo pack 0')"
270327,1369.32,1.0672,technical,"('とこにゃつ☆トロピカル', 'Grape Cola 2')"
282114,1256.72,1.0671,technical,"(""Alice's Mad Tea Party"", 'Lofty Dump MiniPack')"
282139,1482.9,1.067,technical,"('[Extra-4] String Quartet no. 8 mvt. 2', 'Lofty Dump Minipack 3 (Xclusive Edition)')"
323274,1498.46,1.067,technical,"('beepbit ⁂ futures', 'Valedumps 2')"
285328,1607.51,1.0669,technical,"('ZENITHALIZE', 'Minty Fresh Pack 4')"
354612,1177.14,1.0669,technical,"('Carry On Wayward Son', 'Valedumps 4')"
327840,1381.64,1.0667,technical,"('PONPONPON', ""Vela's Velato v2 - Escape From Reality"")"
261907,1154.65,1.0661,technical,"('我愛你', ""DumpAss Dude's Dream 2"")"
354579,1276.59,1.066,technical,"('Water Elemental', 'Valedumps 4')"
268263,1626.0,1.0659,technical,"('Toki (maidable remix)', 'Fullerene Shift')"
323244,1062.05,1.0659,technical,"('Sanctuary', 'Valedumps 3 (Route A)')"
342820,1553.04,1.0659,technical,"('Akatsuki no Kaleido Blood', 'interesting files i found in my discord dms')"
285871,1246.2,1.0657,technical,"('You & Me', ""midgy's cartography collection III"")"
339371,1307.44,1.0656,technical,"('Could You Be Loved', 'Grape Cola 3')"
339878,1265.87,1.0656,technical,"('#BrooklynBloodPop!', 'Cucktech')"
343798,1310.75,1.0656,technical,"('Cigaro', 'Celeb Dumplings 2 (I Love My Friends Edition)')"
261935,1362.86,1.0655,technical,"('U.S.A.', ""DumpAss Dude's Dream"")"
